freq,vout_pp,vin_pp,gain,gain_db
1.0,0.0028844675075246837,0.04556392741349968,0.06330594554213238,-23.971110003481286
1.584893,0.0025559878890781666,0.04091232546959265,0.06247476426090369,-24.08590747886237
2.511886,0.002356961167235512,0.038901381476200064,0.06058810967105385,-24.352251942720663
3.981072,0.002225440653738152,0.045562807197113885,0.04884336129928184,-26.223889128982506
6.309573,0.0016301621682901024,0.042829498747679856,0.03806166814825053,-28.390243631697697
10.0,0.0013536574723286114,0.045574245021826776,0.029702246777325816,-30.544213959050538
15.848932,0.001106348427617666,0.044826205641794056,0.024680840409703416,-32.15280112366523
25.118864,0.0009852960795055932,0.04513026669447723,0.0218322680469816,-33.21802290457707
39.810717,0.0008489513611603722,0.04448415853745373,0.019084352476749493,-34.386451417515154
63.095734,0.000745947144703271,0.04531516452770611,0.016461313833412036,-35.670710104431244
100.0,0.0012390844502573226,0.04555149723150145,0.027201838041899205,-31.308034989547938
158.489319,0.001107252464991725,0.03883938915852305,0.028508493284291152,-30.900514703694874
251.188643,0.0013965485089214278,0.04441624418281455,0.03144229176995064,-30.0497161312979
398.107171,0.0017640388880712508,0.04515187563727634,0.03906900573173313,-28.163352820150482
630.957344,0.0023240208948600246,0.045471341553926015,0.0511095739742776,-25.82995478214414
1000.0,0.0031863132974616513,0.04548186814871166,0.07005678146384381,-23.090996376792596
1584.893192,0.004022730446011404,0.04514528116207966,0.08910633276530233,-21.001828593270893
2511.886432,0.004732968763743967,0.045214565261715994,0.10467796685311623,-19.602894423938416
3981.071706,0.005232547947666892,0.04556208073873243,0.11484435879195243,-18.79780665381908
6309.573445,0.004857344414971474,0.04035083722726722,0.1203777851649905,-18.389073030736597
10000.0,0.005487388890183244,0.04551142366203322,0.12057168175912199,-18.375093628309504
